song,artist,position,average,standard_deviation
Fetish,Selena Gomez Featuring Gucci Mane,"{'2017-10-14': 96, '2017-10-07': 87, '2017-09-30': 74, '2017-09-23': 65, '2017-09-16': 58, '2017-09-09': 55, '2017-09-02': 48, '2017-08-26': 47, '2017-08-19': 41, '2017-08-12': 41, '2017-08-05': 27, '2017-07-29': 92}",60.91666667,21.23855901
Wish I Knew You,The Revivalists,"{'2017-10-14': 99, '2017-10-07': 99, '2017-09-30': 93, '2017-09-23': 84, '2017-09-16': 96, '2017-09-09': 85, '2017-09-02': 87, '2017-08-26': 88, '2017-08-19': 93}",91.55555556,5.459163776
Mask Off,Future,"{'2017-10-07': 48, '2017-09-30': 46, '2017-09-23': 43, '2017-09-16': 37, '2017-09-09': 30, '2017-09-02': 28, '2017-08-26': 25, '2017-08-19': 23, '2017-08-12': 20, '2017-08-05': 18, '2017-07-29': 18, '2017-07-22': 12, '2017-07-15': 9, '2017-07-08': 7, '2017-07-01': 6, '2017-06-24': 6, '2017-06-17': 6, '2017-06-10': 6, '2017-06-03': 7, '2017-05-27': 6, '2017-05-20': 7, '2017-05-13': 5, '2017-05-06': 5, '2017-04-29': 7, '2017-04-22': 11, '2017-04-15': 18, '2017-04-08': 24, '2017-04-01': 19, '2017-03-25': 32, '2017-03-18': 46, '2017-03-11': 49}",20.12903226,14.52193432
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",{'2017-10-07': 92},92,0
Drinkin' Problem,Midland,"{'2017-10-07': 93, '2017-09-30': 84, '2017-09-23': 75, '2017-09-16': 66, '2017-09-09': 45, '2017-09-02': 51, '2017-08-26': 48, '2017-08-19': 50, '2017-08-12': 60, '2017-08-05': 54, '2017-07-29': 60, '2017-07-22': 58, '2017-07-15': 61, '2017-07-08': 64, '2017-07-01': 67, '2017-06-24': 69, '2017-06-17': 71, '2017-06-10': 78, '2017-06-03': 85, '2017-05-27': 97}",66.8,14.45198948
These Heaux,Bhad Bhabie,"{'2017-10-07': 98, '2017-09-30': 87, '2017-09-23': 77}",87.33333333,8.576453554
No Complaints,Metro Boomin Featuring Offset & Drake,"{'2017-10-07': 100, '2017-09-30': 97, '2017-08-05': 100, '2017-07-22': 77, '2017-07-15': 71}",89,12.44186481
Magnolia,Playboi Carti,"{'2017-09-30': 63, '2017-09-23': 60, '2017-09-16': 53, '2017-09-09': 47, '2017-09-02': 36, '2017-08-26': 34, '2017-08-19': 35, '2017-08-12': 33, '2017-08-05': 29, '2017-07-29': 29, '2017-07-22': 30, '2017-07-15': 30, '2017-07-08': 29, '2017-07-01': 33, '2017-06-24': 40, '2017-06-17': 49, '2017-06-10': 58, '2017-06-03': 55, '2017-05-27': 63, '2017-05-20': 91}",44.85,16.08500855
Found You,Kane Brown,{'2017-09-30': 80},80,0
Versace On The Floor,Bruno Mars,"{'2017-09-30': 83, '2017-09-23': 71, '2017-09-16': 71, '2017-09-09': 42, '2017-09-02': 33, '2017-08-26': 43, '2017-08-19': 46, '2017-08-12': 53, '2017-08-05': 47, '2017-07-29': 57, '2017-07-22': 56, '2017-07-15': 78, '2017-01-07': 100}",60,18.55552997
Swish Swish,Katy Perry Featuring Nicki Minaj,"{'2017-09-30': 92, '2017-09-23': 55, '2017-09-16': 47, '2017-07-22': 88, '2017-07-15': 90, '2017-07-08': 84, '2017-07-01': 62, '2017-06-24': 83, '2017-06-17': 78, '2017-06-10': 46}",72.5,17.22933545
444+222,Lil Uzi Vert,"{'2017-09-30': 100, '2017-09-23': 79, '2017-09-16': 60}",79.66666667,16.33673434
My Girl,Dylan Scott,"{'2017-09-23': 87, '2017-09-16': 88, '2017-09-09': 78, '2017-09-02': 72, '2017-08-26': 66, '2017-08-19': 57, '2017-08-12': 52, '2017-08-05': 39, '2017-07-29': 44, '2017-07-22': 43, '2017-07-15': 45, '2017-07-08': 56, '2017-07-01': 60, '2017-06-24': 61, '2017-06-17': 64, '2017-06-10': 73, '2017-06-03': 79, '2017-05-27': 83, '2017-05-20': 85, '2017-05-13': 93}",66.25,16.31831793
Most Girls,Hailee Steinfeld,"{'2017-09-23': 88, '2017-09-16': 87, '2017-09-09': 70, '2017-09-02': 67, '2017-08-26': 60, '2017-08-19': 65, '2017-08-12': 72, '2017-08-05': 58, '2017-07-29': 66, '2017-07-22': 92, '2017-07-15': 95, '2017-07-08': 91, '2017-07-01': 88, '2017-06-24': 86, '2017-06-17': 75, '2017-06-10': 77}",77.3125,11.8833852
Dark Queen,Lil Uzi Vert,"{'2017-09-23': 91, '2017-09-16': 92}",91.5,0.5
Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,"{'2017-09-23': 94, '2017-09-16': 79}",86.5,7.5
Revenge,XXXTENTACION,"{'2017-09-23': 96, '2017-09-16': 77}",86.5,9.5
Somebody Else Will,Justin Moore,"{'2017-09-23': 98, '2017-09-09': 69, '2017-09-02': 59, '2017-08-26': 64, '2017-08-19': 69, '2017-08-12': 76, '2017-08-05': 84, '2017-07-29': 93, '2017-07-22': 83, '2017-07-15': 85, '2017-07-08': 92, '2017-07-01': 91, '2017-06-24': 97}",81.53846154,12.46913349
Reminder,The Weeknd,"{'2017-09-23': 99, '2017-09-09': 87, '2017-09-02': 76, '2017-08-26': 65, '2017-08-19': 73, '2017-08-12': 100, '2017-08-05': 90, '2017-07-29': 99, '2017-07-22': 91, '2017-07-15': 93, '2017-07-08': 87, '2017-07-01': 97, '2017-03-11': 77, '2017-01-07': 95}",87.78571429,10.60443688
No Fear,DeJ Loaf,{'2017-09-23': 100},100,0
It Ain't Me,Kygo x Selena Gomez,"{'2017-09-16': 44, '2017-09-09': 37, '2017-09-02': 34, '2017-08-26': 31, '2017-08-19': 24, '2017-08-12': 22, '2017-08-05': 21, '2017-07-29': 22, '2017-07-22': 21, '2017-07-15': 20, '2017-07-08': 18, '2017-07-01': 17, '2017-06-24': 15, '2017-06-17': 13, '2017-06-10': 10, '2017-06-03': 12, '2017-05-27': 11, '2017-05-20': 10, '2017-05-13': 10, '2017-05-06': 13, '2017-04-29': 11, '2017-04-22': 13, '2017-04-15': 15, '2017-04-08': 20, '2017-04-01': 17, '2017-03-25': 18, '2017-03-18': 22, '2017-03-11': 12, '2017-03-04': 93}",21.5862069,15.84519342
DNA.,Kendrick Lamar,"{'2017-09-16': 63, '2017-09-09': 65, '2017-09-02': 66, '2017-08-26': 59, '2017-08-19': 60, '2017-08-12': 59, '2017-08-05': 51, '2017-07-29': 46, '2017-07-22': 42, '2017-07-15': 41, '2017-07-08': 36, '2017-07-01': 32, '2017-06-24': 27, '2017-06-17': 25, '2017-06-10': 20, '2017-06-03': 18, '2017-05-27': 16, '2017-05-20': 12, '2017-05-13': 7, '2017-05-06': 4}",37.45,20.10839377
Two,Lil Uzi Vert,{'2017-09-16': 80},80,0
For Real,Lil Uzi Vert,{'2017-09-16': 82},82,0
UnFazed,Lil Uzi Vert Featuring The Weeknd,{'2017-09-16': 84},84,0
No Sleep Leak,Lil Uzi Vert,{'2017-09-16': 90},90,0
Depression & Obsession,XXXTENTACION,{'2017-09-16': 91},91,0
Save Me,XXXTENTACION,{'2017-09-16': 94},94,0
Carry On,XXXTENTACION,{'2017-09-16': 95},95,0
Down,Marian Hill,"{'2017-09-16': 99, '2017-08-26': 90, '2017-08-19': 80, '2017-08-12': 90, '2017-08-05': 78, '2017-07-22': 86, '2017-07-15': 86, '2017-07-08': 79, '2017-07-01': 71, '2017-06-24': 42, '2017-05-27': 100, '2017-05-20': 73, '2017-05-13': 58, '2017-05-06': 57, '2017-04-29': 35, '2017-04-22': 35, '2017-04-15': 33, '2017-04-08': 28, '2017-04-01': 23, '2017-03-25': 25, '2017-03-18': 21, '2017-03-11': 25, '2017-03-04': 30, '2017-02-25': 31, '2017-02-18': 37, '2017-02-11': 52, '2017-02-04': 99}",57.88888889,27.25915861
Now Or Never,Halsey,"{'2017-09-09': 40, '2017-09-02': 32, '2017-08-26': 26, '2017-08-19': 22, '2017-08-12': 19, '2017-08-05': 17, '2017-07-29': 17, '2017-07-22': 18, '2017-07-15': 19, '2017-07-08': 21, '2017-07-01': 20, '2017-06-24': 21, '2017-06-17': 26, '2017-06-10': 26, '2017-06-03': 38, '2017-05-27': 32, '2017-05-20': 38, '2017-05-13': 52, '2017-05-06': 66, '2017-04-29': 50}",30,13.25518766
Everyday We Lit,YFN Lucci Featuring PnB Rock,"{'2017-09-09': 43, '2017-09-02': 40, '2017-08-26': 36, '2017-08-19': 36, '2017-08-12': 36, '2017-08-05': 33, '2017-07-29': 36, '2017-07-22': 35, '2017-07-15': 37, '2017-07-08': 37, '2017-07-01': 37, '2017-06-24': 62, '2017-06-17': 47, '2017-06-10': 59, '2017-06-03': 63, '2017-05-27': 69, '2017-05-20': 75, '2017-05-13': 82, '2017-05-06': 90, '2017-04-29': 79}",51.6,18.38042437
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,"{'2017-09-09': 46, '2017-09-02': 41, '2017-08-26': 39, '2017-08-19': 40, '2017-08-12': 43, '2017-08-05': 38, '2017-07-29': 42, '2017-07-22': 41, '2017-07-15': 39, '2017-07-08': 41, '2017-07-01': 42, '2017-06-24': 44, '2017-06-17': 41, '2017-06-10': 48, '2017-06-03': 47, '2017-05-27': 50, '2017-05-20': 50, '2017-05-13': 55, '2017-05-06': 72, '2017-04-29': 75, '2017-04-22': 94}",48.95238095,13.97097737
Castle On The Hill,Ed Sheeran,"{'2017-09-09': 48, '2017-09-02': 39, '2017-08-26': 33, '2017-08-19': 29, '2017-08-12': 25, '2017-08-05': 22, '2017-07-29': 24, '2017-07-22': 23, '2017-07-15': 22, '2017-07-08': 23, '2017-07-01': 21, '2017-06-24': 23, '2017-06-17': 28, '2017-06-10': 30, '2017-06-03': 39, '2017-05-27': 38, '2017-05-20': 47, '2017-05-13': 47, '2017-05-06': 61, '2017-04-29': 57, '2017-04-22': 69, '2017-04-15': 63, '2017-04-08': 72, '2017-04-01': 52, '2017-03-25': 39, '2017-03-18': 75, '2017-03-11': 66, '2017-03-04': 52, '2017-02-25': 62, '2017-02-18': 50, '2017-02-11': 39, '2017-02-04': 28, '2017-01-28': 6}",40.96969697,17.5006231
You Look Good,Lady Antebellum,"{'2017-09-09': 62, '2017-09-02': 65, '2017-08-26': 69, '2017-08-19': 70, '2017-08-12': 70, '2017-08-05': 67, '2017-07-29': 87, '2017-07-22': 68, '2017-07-15': 70, '2017-07-08': 67, '2017-07-01': 59, '2017-06-24': 66, '2017-06-17': 68, '2017-06-10': 71, '2017-06-03': 83, '2017-05-27': 90, '2017-05-20': 94, '2017-05-06': 97, '2017-04-29': 85, '2017-04-22': 60}",73.4,11.2044634
2U,David Guetta Featuring Justin Bieber,"{'2017-09-09': 73, '2017-09-02': 64, '2017-08-26': 45, '2017-08-19': 44, '2017-08-12': 29, '2017-08-05': 32, '2017-07-29': 32, '2017-07-22': 27, '2017-07-15': 27, '2017-07-08': 28, '2017-07-01': 16}",37.90909091,16.41758783
Younger Now,Miley Cyrus,{'2017-09-09': 79},79,0
Its Every Night Sis,RiceGum Featuring Alissa Violet,{'2017-09-09': 80},80,0
Honest,The Chainsmokers,"{'2017-09-09': 81, '2017-09-02': 77, '2017-08-26': 77, '2017-08-19': 88}",80.75,4.493050189
Flatliner,Cole Swindell,"{'2017-09-09': 88, '2017-09-02': 74, '2017-08-26': 56, '2017-08-19': 56, '2017-08-12': 67, '2017-08-05': 66, '2017-07-29': 75, '2017-07-22': 67, '2017-07-15': 69, '2017-07-08': 73, '2017-07-01': 72, '2017-06-24': 72, '2017-06-17': 73, '2017-06-10': 81, '2017-06-03': 86, '2017-05-27': 88, '2017-05-20': 98, '2017-04-29': 100}",75.61111111,12.10206084
Perplexing Pegasus,Rae Sremmurd,"{'2017-09-09': 91, '2017-09-02': 93, '2017-08-26': 84}",89.33333333,3.858612301
For Her,Chris Lane,"{'2017-09-09': 92, '2017-09-02': 94, '2017-08-26': 97, '2017-08-19': 99}",95.5,2.692582404
Patty Cake,Kodak Black,"{'2017-09-09': 93, '2017-09-02': 86, '2017-08-26': 76}",85,6.976149845
4:00 AM,2 Chainz Featuring Travis Scott,"{'2017-09-09': 95, '2017-09-02': 90, '2017-08-26': 93, '2017-08-19': 83, '2017-08-12': 88, '2017-08-05': 83, '2017-07-29': 76, '2017-07-22': 65, '2017-07-15': 59, '2017-07-08': 55, '2017-07-01': 84, '2017-06-24': 73}",78.66666667,12.67105187
Privacy,Chris Brown,"{'2017-09-09': 97, '2017-09-02': 91, '2017-08-26': 79, '2017-08-19': 78, '2017-08-12': 78, '2017-08-05': 76, '2017-07-29': 77, '2017-07-22': 66, '2017-07-15': 62, '2017-07-08': 66, '2017-07-01': 69, '2017-06-24': 68, '2017-06-17': 66, '2017-06-10': 72, '2017-06-03': 73, '2017-05-27': 77, '2017-05-20': 87}",75.41176471,9.184762468
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo","{'2017-09-09': 99, '2017-07-01': 99, '2017-06-24': 87}",95,5.656854249
In Case You Didn't Know,Brett Young,"{'2017-09-02': 45, '2017-08-26': 41, '2017-08-19': 43, '2017-08-12': 44, '2017-08-05': 37, '2017-07-29': 38, '2017-07-22': 37, '2017-07-15': 32, '2017-07-08': 32, '2017-07-01': 31, '2017-06-24': 20, '2017-06-17': 19, '2017-06-10': 19, '2017-06-03': 23, '2017-05-27': 24, '2017-05-20': 31, '2017-05-13': 34, '2017-05-06': 45, '2017-04-29': 40, '2017-04-22': 44, '2017-04-15': 51, '2017-04-08': 67, '2017-04-01': 68, '2017-03-25': 80, '2017-03-18': 85, '2017-03-11': 92, '2017-03-04': 75, '2017-02-25': 94}",46.10714286,21.81634264
Slippery,Migos Featuring Gucci Mane,"{'2017-09-02': 46, '2017-08-26': 37, '2017-08-19': 33, '2017-08-12': 31, '2017-08-05': 35, '2017-07-29': 34, '2017-07-22': 29, '2017-07-15': 31, '2017-07-08': 35, '2017-07-01': 36, '2017-06-24': 43, '2017-06-17': 44, '2017-06-10': 51, '2017-06-03': 52, '2017-05-27': 56, '2017-04-01': 99, '2017-03-18': 94, '2017-03-11': 89, '2017-03-04': 79, '2017-02-25': 73, '2017-02-18': 48}",51.19047619,21.67644991
Craving You,Thomas Rhett Featuring Maren Morris,"{'2017-09-02': 60, '2017-08-26': 63, '2017-08-19': 45, '2017-08-12': 48, '2017-08-05': 44, '2017-07-29': 41, '2017-07-22': 39, '2017-07-15': 44, '2017-07-08': 53, '2017-07-01': 52, '2017-06-24': 52, '2017-06-17': 59, '2017-06-10': 65, '2017-06-03': 71, '2017-05-27': 70, '2017-05-20': 83, '2017-05-13': 92, '2017-05-06': 100, '2017-04-29': 81, '2017-04-22': 53}",60.75,16.95250719
First Day Out,Tee Grizzley,"{'2017-09-02': 84, '2017-08-26': 78, '2017-08-19': 79, '2017-08-12': 84, '2017-08-05': 69, '2017-07-29': 59, '2017-07-22': 49, '2017-07-15': 48, '2017-07-08': 61, '2017-07-01': 56, '2017-06-24': 59, '2017-06-17': 57, '2017-06-10': 64, '2017-06-03': 67, '2017-05-27': 67, '2017-05-20': 71, '2017-05-13': 79, '2017-05-06': 86, '2017-04-29': 76, '2017-04-22': 88}",69.05,12.01030807
Something New,Wiz Khalifa Featuring Ty Dolla $ign,{'2017-09-02': 92},92,0
It's Goin' Down,Descendants 2 Cast,"{'2017-09-02': 96, '2017-08-26': 96, '2017-08-19': 77, '2017-08-12': 81}",87.5,8.61684397
El Amante,Nicky Jam,"{'2017-09-02': 99, '2017-08-26': 100, '2017-08-19': 92, '2017-08-12': 94, '2017-08-05': 92, '2017-07-22': 94, '2017-06-10': 95, '2017-06-03': 97, '2017-05-27': 93, '2017-05-20': 96, '2017-04-01': 98, '2017-03-18': 99, '2017-03-11': 98, '2017-03-04': 98, '2017-02-18': 99}",96.26666667,2.644911257
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,"{'2017-09-02': 100, '2017-07-15': 99, '2017-07-08': 94, '2017-07-01': 82, '2017-06-24': 80, '2017-06-17': 82, '2017-06-10': 79, '2017-06-03': 76, '2017-05-27': 80, '2017-05-20': 100}",87.2,9.293008124
Issues,Julia Michaels,"{'2017-08-26': 44, '2017-08-19': 39, '2017-08-12': 77, '2017-08-05': 28, '2017-07-29': 20, '2017-07-22': 19, '2017-07-15': 16, '2017-07-08': 15, '2017-07-01': 13, '2017-06-24': 12, '2017-06-17': 11, '2017-06-10': 11, '2017-06-03': 14, '2017-05-27': 14, '2017-05-20': 14, '2017-05-13': 14, '2017-05-06': 12, '2017-04-29': 12, '2017-04-22': 22, '2017-04-15': 23, '2017-04-08': 26, '2017-04-01': 24, '2017-03-25': 27, '2017-03-18': 27, '2017-03-11': 33, '2017-03-04': 34, '2017-02-25': 41, '2017-02-18': 64, '2017-02-11': 87}",27.34482759,19.18022664
OMG,Camila Cabello Featuring Quavo,{'2017-08-26': 81},81,0
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair","{'2017-08-26': 85, '2017-08-19': 84, '2017-08-12': 61}",76.66666667,11.0855261
You Da Baddest,Future Featuring Nicki Minaj,"{'2017-08-26': 87, '2017-08-19': 38}",62.5,24.5
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",{'2017-08-26': 95},95,0
Rolex,Ayo & Teo,"{'2017-08-19': 49, '2017-08-12': 50, '2017-08-05': 43, '2017-07-29': 40, '2017-07-22': 33, '2017-07-15': 29, '2017-07-08': 27, '2017-07-01': 26, '2017-06-24': 24, '2017-06-17': 20, '2017-06-10': 31, '2017-06-03': 30, '2017-05-27': 30, '2017-05-20': 33, '2017-05-13': 39, '2017-05-06': 40, '2017-04-29': 32, '2017-04-22': 39, '2017-04-15': 36, '2017-04-08': 42, '2017-04-01': 34, '2017-03-25': 48, '2017-03-18': 60, '2017-03-11': 68, '2017-03-04': 87}",39.6,14.54097658
Passionfruit,Drake,"{'2017-08-19': 81, '2017-08-12': 80, '2017-08-05': 74, '2017-07-29': 67, '2017-07-22': 51, '2017-07-15': 52, '2017-07-08': 48, '2017-07-01': 45, '2017-06-24': 34, '2017-06-17': 27, '2017-06-10': 24, '2017-06-03': 21, '2017-05-27': 19, '2017-05-20': 18, '2017-05-13': 18, '2017-05-06': 27, '2017-04-29': 22, '2017-04-22': 23, '2017-04-15': 10, '2017-04-08': 8}",37.45,22.72328101
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,"{'2017-08-19': 82, '2017-08-12': 86, '2017-08-05': 79, '2017-07-29': 65, '2017-07-22': 44, '2017-07-15': 38, '2017-07-08': 31, '2017-07-01': 30, '2017-06-24': 29, '2017-06-17': 31, '2017-06-10': 33, '2017-06-03': 36, '2017-05-27': 41, '2017-05-20': 46, '2017-05-13': 46, '2017-05-06': 53, '2017-04-29': 42, '2017-04-22': 52, '2017-04-15': 65, '2017-04-08': 98}",51.35,20.3673145
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul","{'2017-08-19': 91, '2017-08-12': 92, '2017-08-05': 95, '2017-07-08': 98, '2017-07-01': 90, '2017-06-24': 96, '2017-06-10': 99, '2017-04-29': 96, '2017-04-22': 81}",93.11111111,5.173531879
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,"{'2017-08-19': 95, '2017-08-12': 89, '2017-08-05': 80, '2017-07-29': 69, '2017-07-22': 52, '2017-07-15': 53, '2017-07-08': 46, '2017-07-01': 51, '2017-06-24': 50, '2017-06-17': 52, '2017-06-10': 60, '2017-06-03': 65, '2017-05-27': 65, '2017-05-20': 69, '2017-05-13': 74, '2017-05-06': 82, '2017-04-29': 68, '2017-04-22': 71, '2017-03-18': 92}",67.52631579,14.59043818
Heavy,Linkin Park Featuring Kiiara,"{'2017-08-19': 96, '2017-08-12': 45, '2017-07-01': 83, '2017-06-24': 67, '2017-06-17': 58, '2017-06-10': 50, '2017-06-03': 54, '2017-05-27': 51, '2017-05-20': 53, '2017-05-13': 54, '2017-05-06': 68, '2017-04-29': 58, '2017-04-22': 61, '2017-04-15': 57, '2017-04-08': 79, '2017-04-01': 69, '2017-03-25': 79, '2017-03-18': 82, '2017-03-11': 52}",64,13.63046124
Learn To Let Go,Kesha,{'2017-08-19': 97},97,0
Signs,Drake,"{'2017-08-19': 100, '2017-08-12': 98, '2017-08-05': 88, '2017-07-29': 83, '2017-07-22': 54, '2017-07-15': 36}",76.5,23.57788512
In The End,Linkin Park,{'2017-08-12': 37},37,0
Closer,The Chainsmokers Featuring Halsey,"{'2017-08-12': 39, '2017-08-05': 36, '2017-07-29': 37, '2017-07-22': 36, '2017-07-15': 34, '2017-07-08': 33, '2017-07-01': 34, '2017-06-24': 32, '2017-06-17': 32, '2017-06-10': 32, '2017-06-03': 27, '2017-05-27': 25, '2017-05-20': 23, '2017-05-13': 23, '2017-05-06': 28, '2017-04-29': 23, '2017-04-22': 21, '2017-04-15': 20, '2017-04-08': 17, '2017-04-01': 13, '2017-03-25': 10, '2017-03-18': 10, '2017-03-11': 5, '2017-03-04': 5, '2017-02-25': 7, '2017-02-18': 5, '2017-02-11': 3, '2017-02-04': 4, '2017-01-28': 5, '2017-01-21': 3, '2017-01-14': 4, '2017-01-07': 3}",19.65625,12.52898982
The Fighter,Keith Urban Featuring Carrie Underwood,"{'2017-08-12': 47, '2017-07-22': 45, '2017-07-15': 47, '2017-07-08': 50, '2017-07-01': 47, '2017-06-24': 48, '2017-06-17': 55, '2017-06-10': 62, '2017-06-03': 61, '2017-05-27': 59, '2017-05-20': 56, '2017-05-13': 60, '2017-05-06': 67, '2017-04-29': 53, '2017-04-22': 38, '2017-04-15': 74, '2017-04-08': 78, '2017-04-01': 87, '2017-03-25': 92, '2017-03-18': 93, '2017-03-11': 86, '2017-03-04': 53}",61.72727273,15.9919918
Wins & Losses,Meek Mill,{'2017-08-12': 79},79,0
1942 Flows,Meek Mill,{'2017-08-12': 83},83,0
Yours If You Want It,Rascal Flatts,"{'2017-08-12': 87, '2017-08-05': 71, '2017-07-29': 81, '2017-07-22': 75, '2017-07-15': 76, '2017-07-08': 82, '2017-07-01': 75, '2017-06-24': 76, '2017-06-17': 76, '2017-06-10': 76}",77.5,4.318564576
Imitadora,Romeo Santos,{'2017-08-12': 91},91,0
The Story Of O.J.,JAY-Z,"{'2017-08-12': 95, '2017-08-05': 72, '2017-07-29': 23}",63.33333333,30.02591473
We Ball,Meek Mill Featuring Young Thug,{'2017-08-12': 96},96,0
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,{'2017-08-12': 97},97,0
Heavy Heart,Meek Mill,{'2017-08-12': 99},99,0
Bad And Boujee,Migos Featuring Lil Uzi Vert,"{'2017-08-05': 45, '2017-07-29': 43, '2017-07-22': 38, '2017-07-15': 35, '2017-07-08': 38, '2017-07-01': 35, '2017-06-24': 30, '2017-06-17': 29, '2017-06-10': 28, '2017-06-03': 22, '2017-05-27': 21, '2017-05-20': 22, '2017-05-13': 22, '2017-05-06': 26, '2017-04-29': 18, '2017-04-22': 12, '2017-04-15': 6, '2017-04-08': 4, '2017-04-01': 3, '2017-03-25': 2, '2017-03-18': 2, '2017-03-11': 2, '2017-03-04': 3, '2017-02-25': 2, '2017-02-18': 2, '2017-02-11': 1, '2017-02-04': 1, '2017-01-28': 2, '2017-01-21': 1, '2017-01-14': 2, '2017-01-07': 13}",16.4516129,14.65041827
iSpy,KYLE Featuring Lil Yachty,"{'2017-08-05': 46, '2017-07-29': 39, '2017-07-22': 34, '2017-07-15': 28, '2017-07-08': 26, '2017-07-01': 22, '2017-06-24': 19, '2017-06-17': 16, '2017-06-10': 16, '2017-06-03': 15, '2017-05-27': 10, '2017-05-20': 8, '2017-05-13': 8, '2017-05-06': 6, '2017-04-29': 6, '2017-04-22': 4, '2017-04-15': 5, '2017-04-08': 12, '2017-04-01': 10, '2017-03-25': 14, '2017-03-18': 14, '2017-03-11': 20, '2017-03-04': 20, '2017-02-25': 28, '2017-02-18': 27, '2017-02-11': 29, '2017-02-04': 32, '2017-01-28': 42, '2017-01-21': 62, '2017-01-14': 80}",23.26666667,17.08592663
24K Magic,Bruno Mars,"{'2017-08-05': 50, '2017-07-29': 48, '2017-07-22': 40, '2017-07-15': 40, '2017-07-08': 40, '2017-07-01': 39, '2017-06-24': 41, '2017-06-17': 38, '2017-06-10': 38, '2017-06-03': 40, '2017-05-27': 35, '2017-05-20': 35, '2017-05-13': 35, '2017-05-06': 41, '2017-04-29': 30, '2017-04-22': 27, '2017-04-15': 29, '2017-04-08': 27, '2017-04-01': 22, '2017-03-25': 16, '2017-03-18': 18, '2017-03-11': 15, '2017-03-04': 13, '2017-02-25': 15, '2017-02-18': 12, '2017-02-11': 11, '2017-02-04': 10, '2017-01-28': 7, '2017-01-21': 5, '2017-01-14': 5, '2017-01-07': 4}",26.64516129,13.91575665
4:44,JAY-Z,"{'2017-08-05': 61, '2017-07-29': 35}",48,13
Crying In The Club,Camila Cabello,"{'2017-08-05': 73, '2017-07-29': 71, '2017-07-22': 53, '2017-07-15': 50, '2017-07-08': 54, '2017-07-01': 55, '2017-06-24': 56, '2017-06-17': 61, '2017-06-10': 47}",57.77777778,8.44298233
A Lie,French Montana Featuring The Weeknd & Max B,{'2017-08-05': 75},75,0
Every Time I Hear That Song,Blake Shelton,"{'2017-08-05': 85, '2017-07-29': 79, '2017-07-22': 57, '2017-07-15': 56, '2017-07-08': 59, '2017-07-01': 61, '2017-06-24': 63, '2017-06-17': 67, '2017-06-10': 75, '2017-06-03': 81, '2017-05-27': 79}",69.27272727,10.23444193
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,{'2017-08-05': 86},86,0
The Cure,Lady Gaga,"{'2017-08-05': 87, '2017-07-29': 84, '2017-07-22': 50, '2017-07-15': 46, '2017-07-08': 57, '2017-07-01': 48, '2017-06-24': 46, '2017-06-17': 51, '2017-06-10': 57, '2017-06-03': 53, '2017-05-27': 49, '2017-05-20': 55, '2017-05-13': 62, '2017-05-06': 39}",56,13.24494513
Weak,AJR,"{'2017-08-05': 93, '2017-07-29': 95, '2017-07-22': 80, '2017-07-15': 75, '2017-07-08': 74, '2017-07-01': 73, '2017-06-24': 79, '2017-06-17': 86, '2017-06-10': 96, '2017-05-06': 94, '2017-04-29': 97}",85.63636364,9.207435012
